EqName	SwordShieldWFreeStand	ShieldSwordWFreeStand	FreeStand1	FreeStand2	FreeStand3	MeleeWStand	RangeWStand	DoubleWStand	SwordShieldWStand	ShieldSwordWStand	GuqinWStand1	GuqinWStand2	FreeWalk	NormalWalk	MeleeWWalk	RangeWWalk	DoubleWWalk	SwordShieldWWalk	ShieldSwordWWalk	GuqinWWalk	FreeRun	NormalRun	MeleeWRun	RangeWRun	DoubleWRun	SwordShieldWRun	ShieldSwordWRun	GuqinWRun	FreeWound	MeleeWWound	RangeWWound	DoubleWWound	SwordShieldWWound	ShieldSwordWWound	GuqinWWound	FreeDie	MeleeWDie	RangeWDie	DoubleWDie	SwordShieldWDie	ShieldSwordWDie	GuqinWDie	FreeAttack	MeleeWPuncture	MeleeWCut	RangeWPuncture	RangeWCut	DoubleWPull	DoubleWPound	SwordShieldWChop	SwordShieldWCut	ShieldSwordWChop	ShieldSwordWCut	GuqinWPuncture	GuqinWCut	DartThrow	FreeMagic	MeleeWMagic	RangeWMagic	DoubleWMagic	SwordShieldWMagic	ShieldSwordWMagic	GuqinWMagic	SitDown	JumpFly	RideStand	RideWalk	RideRun	RideCut	RidePuncture	RideMagic	RideWound	RideDie	RideStand1	RideStand2
Ngùa 11																																																																		..\man\MA_HH_011_RD01.spr	..\man\MA_HH_011_HW01.spr	..\man\MA_HH_011_HR01.spr	..\man\MA_HH_011_HA01.spr	..\man\MA_HH_011_HA02.spr	..\man\MA_HH_011_HM01.spr	..\man\MA_HH_011_HI01.spr	..\man\MA_HH_011_HD01.spr	..\man\MA_HH_011_RD02.spr	..\man\MA_HH_011_RD03.spr
Ngùa 12																																																																		..\man\MA_HH_012_RD01.spr	..\man\MA_HH_012_HW01.spr	..\man\MA_HH_012_HR01.spr	..\man\MA_HH_012_HA01.spr	..\man\MA_HH_012_HA02.spr	..\man\MA_HH_012_HM01.spr	..\man\MA_HH_012_HI01.spr	..\man\MA_HH_012_HD01.spr	..\man\MA_HH_012_RD02.spr	..\man\MA_HH_012_RD03.spr
Ngùa sè 13																																																																		..\man\MA_HH_013_RD01.spr	..\man\MA_HH_013_HW01.spr	..\man\MA_HH_013_HR01.spr	..\man\MA_HH_013_HA01.spr	..\man\MA_HH_013_HA02.spr	..\man\MA_HH_013_HM01.spr	..\man\MA_HH_013_HI01.spr	..\man\MA_HH_013_HD01.spr	..\man\MA_HH_013_RD02.spr	..\man\MA_HH_013_RD03.spr
Ngùa 14																																																																		..\man\MA_HH_014_RD01.spr	..\man\MA_HH_014_HW01.spr	..\man\MA_HH_014_HR01.spr	..\man\MA_HH_014_HA01.spr	..\man\MA_HH_014_HA02.spr	..\man\MA_HH_014_HM01.spr	..\man\MA_HH_014_HI01.spr	..\man\MA_HH_014_HD01.spr	..\man\MA_HH_014_RD02.spr	..\man\MA_HH_014_RD03.spr
Ngùa 15																																																																		..\man\MA_HH_016_RD01.spr	..\man\MA_HH_016_HW01.spr	..\man\MA_HH_016_HR01.spr	..\man\MA_HH_016_HA01.spr	..\man\MA_HH_016_HA02.spr	..\man\MA_HH_016_HM01.spr	..\man\MA_HH_016_HI01.spr	..\man\MA_HH_016_HD01.spr	..\man\MA_HH_016_RD02.spr	..\man\MA_HH_016_RD03.spr
Ngùa 16																																																																		..\man\MA_HH_017_RD01.spr	..\man\MA_HH_017_HW01.spr	..\man\MA_HH_017_HR01.spr	..\man\MA_HH_017_HA01.spr	..\man\MA_HH_017_HA02.spr	..\man\MA_HH_017_HM01.spr	..\man\MA_HH_017_HI01.spr	..\man\MA_HH_017_HD01.spr	..\man\MA_HH_017_RD02.spr	..\man\MA_HH_017_RD03.spr
Ngùa 17																																																																		..\man\MA_HH_018_RD01.spr	..\man\MA_HH_018_HW01.spr	..\man\MA_HH_018_HR01.spr	..\man\MA_HH_018_HA01.spr	..\man\MA_HH_018_HA02.spr	..\man\MA_HH_018_HM01.spr	..\man\MA_HH_018_HI01.spr	..\man\MA_HH_018_HD01.spr	..\man\MA_HH_018_RD02.spr	..\man\MA_HH_018_RD03.spr
Ngùa 18																																																																		..\man\MA_HH_019_RD01.spr	..\man\MA_HH_019_HW01.spr	..\man\MA_HH_019_HR01.spr	..\man\MA_HH_019_HA01.spr	..\man\MA_HH_019_HA02.spr	..\man\MA_HH_019_HM01.spr	..\man\MA_HH_019_HI01.spr	..\man\MA_HH_019_HD01.spr	..\man\MA_HH_019_RD02.spr	..\man\MA_HH_019_RD03.spr
Ngùa 19																																																																		..\man\MA_HH_030_RD01.spr	..\man\MA_HH_030_HW01.spr	..\man\MA_HH_030_HR01.spr	..\man\MA_HH_030_HA01.spr	..\man\MA_HH_030_HA02.spr	..\man\MA_HH_030_HM01.spr	..\man\MA_HH_030_HI01.spr	..\man\MA_HH_030_HD01.spr	..\man\MA_HH_030_RD01.spr	..\man\MA_HH_030_RD01.spr
Ngùa 20																																																																		..\man\MA_HH_031_RD01.spr	..\man\MA_HH_031_HW01.spr	..\man\MA_HH_031_HR01.spr	..\man\MA_HH_031_HA01.spr	..\man\MA_HH_031_HA02.spr	..\man\MA_HH_031_HM01.spr	..\man\MA_HH_031_HI01.spr	..\man\MA_HH_031_HD01.spr	..\man\MA_HH_031_RD01.spr	..\man\MA_HH_031_RD01.spr
Ngùa 21																																																																		..\man\MA_HH_030_RD01.spr	..\man\MA_HH_030_HW01.spr	..\man\MA_HH_030_HR01.spr	..\man\MA_HH_030_HA01.spr	..\man\MA_HH_030_HA02.spr	..\man\MA_HH_030_HM01.spr	..\man\MA_HH_030_HI01.spr	..\man\MA_HH_030_HD01.spr	..\man\MA_HH_030_RD01.spr	..\man\MA_HH_030_RD01.spr
Ngùa 22																																																																		..\man\MA_HH_032_RD01.spr	..\man\MA_HH_032_HW01.spr	..\man\MA_HH_032_HR01.spr	..\man\MA_HH_032_HA01.spr	..\man\MA_HH_032_HA02.spr	..\man\MA_HH_032_HM01.spr	..\man\MA_HH_032_HI01.spr	..\man\MA_HH_032_HD01.spr	..\man\MA_HH_032_RD01.spr	..\man\MA_HH_032_RD01.spr
Ngùa 23																																																																		..\man\MA_HH_033_RD01.spr	..\man\MA_HH_033_HW01.spr	..\man\MA_HH_033_HR01.spr	..\man\MA_HH_033_HA01.spr	..\man\MA_HH_033_HA02.spr	..\man\MA_HH_033_HM01.spr	..\man\MA_HH_033_HI01.spr	..\man\MA_HH_033_HD01.spr	..\man\MA_HH_033_RD01.spr	..\man\MA_HH_033_RD01.spr
Ngùa 24																																																																		..\man\MA_HH_035_RD01.spr	..\man\MA_HH_035_HW01.spr	..\man\MA_HH_035_HR01.spr	..\man\MA_HH_035_HA01.spr	..\man\MA_HH_035_HA02.spr	..\man\MA_HH_035_HM01.spr	..\man\MA_HH_035_HI01.spr	..\man\MA_HH_035_HD01.spr	..\man\MA_HH_035_RD01.spr	..\man\MA_HH_035_RD01.spr
Ngùa 25																																																																		..\man\MA_HH_036_RD01.spr	..\man\MA_HH_036_HW01.spr	..\man\MA_HH_036_HR01.spr	..\man\MA_HH_036_HA01.spr	..\man\MA_HH_036_HA02.spr	..\man\MA_HH_036_HM01.spr	..\man\MA_HH_036_HI01.spr	..\man\MA_HH_036_HD01.spr	..\man\MA_HH_036_RD01.spr	..\man\MA_HH_036_RD01.spr
Ngùa 26																																																																		..\man\MA_HH_037_RD01.spr	..\man\MA_HH_037_HW01.spr	..\man\MA_HH_037_HR01.spr	..\man\MA_HH_037_HA01.spr	..\man\MA_HH_037_HA02.spr	..\man\MA_HH_037_HM01.spr	..\man\MA_HH_037_HI01.spr	..\man\MA_HH_037_HD01.spr	..\man\MA_HH_037_RD01.spr	..\man\MA_HH_037_RD01.spr
Ngùa 27																																																																		..\man\MA_HH_038_RD01.spr	..\man\MA_HH_038_HW01.spr	..\man\MA_HH_038_HR01.spr	..\man\MA_HH_038_HA01.spr	..\man\MA_HH_038_HA02.spr	..\man\MA_HH_038_HM01.spr	..\man\MA_HH_038_HI01.spr	..\man\MA_HH_038_HD01.spr	..\man\MA_HH_038_RD01.spr	..\man\MA_HH_038_RD01.spr
Ngùa 28																																																																		..\man\MA_HH_039_RD01.spr	..\man\MA_HH_039_HW01.spr	..\man\MA_HH_039_HR01.spr	..\man\MA_HH_039_HA01.spr	..\man\MA_HH_039_HA02.spr	..\man\MA_HH_039_HM01.spr	..\man\MA_HH_039_HI01.spr	..\man\MA_HH_039_HD01.spr	..\man\MA_HH_039_RD01.spr	..\man\MA_HH_039_RD01.spr
Ngùa 29																																																																		..\man\MA_HH_040_RD01.spr	..\man\MA_HH_040_HW01.spr	..\man\MA_HH_040_HR01.spr	..\man\MA_HH_040_HA01.spr	..\man\MA_HH_040_HA02.spr	..\man\MA_HH_040_HM01.spr	..\man\MA_HH_040_HI01.spr	..\man\MA_HH_040_HD01.spr	..\man\MA_HH_040_RD01.spr	..\man\MA_HH_040_RD01.spr
Ngùa 30																																																																		..\man\MA_HH_041_RD01.spr	..\man\MA_HH_041_HW01.spr	..\man\MA_HH_041_HR01.spr	..\man\MA_HH_041_HA01.spr	..\man\MA_HH_041_HA02.spr	..\man\MA_HH_041_HM01.spr	..\man\MA_HH_041_HI01.spr	..\man\MA_HH_041_HD01.spr	..\man\MA_HH_041_RD01.spr	..\man\MA_HH_041_RD01.spr
Ngùa 31																																																																		..\man\MA_HH_042_RD01.spr	..\man\MA_HH_042_HW01.spr	..\man\MA_HH_042_HR01.spr	..\man\MA_HH_042_HA01.spr	..\man\MA_HH_042_HA02.spr	..\man\MA_HH_042_HM01.spr	..\man\MA_HH_042_HI01.spr	..\man\MA_HH_042_HD01.spr	..\man\MA_HH_042_RD01.spr	..\man\MA_HH_042_RD01.spr
Ngùa 32																																																																		..\man\MA_HH_043_RD01.spr	..\man\MA_HH_043_HW01.spr	..\man\MA_HH_043_HR01.spr	..\man\MA_HH_043_HA01.spr	..\man\MA_HH_043_HA02.spr	..\man\MA_HH_043_HM01.spr	..\man\MA_HH_043_HI01.spr	..\man\MA_HH_043_HD01.spr	..\man\MA_HH_043_RD01.spr	..\man\MA_HH_043_RD01.spr
Ngùa 33																																																																		..\man\MA_HH_044_RD01.spr	..\man\MA_HH_044_HW01.spr	..\man\MA_HH_044_HR01.spr	..\man\MA_HH_044_HA01.spr	..\man\MA_HH_044_HA02.spr	..\man\MA_HH_044_HM01.spr	..\man\MA_HH_044_HI01.spr	..\man\MA_HH_044_HD01.spr	..\man\MA_HH_044_RD01.spr	..\man\MA_HH_044_RD01.spr
Ngùa 34																																																																		..\man\MA_HH_045_RD01.spr	..\man\MA_HH_045_HW01.spr	..\man\MA_HH_045_HR01.spr	..\man\MA_HH_045_HA01.spr	..\man\MA_HH_045_HA02.spr	..\man\MA_HH_045_HM01.spr	..\man\MA_HH_045_HI01.spr	..\man\MA_HH_045_HD01.spr	..\man\MA_HH_045_RD01.spr	..\man\MA_HH_045_RD01.spr
Ngùa 35																																																																		..\man\MA_HH_046_RD01.spr	..\man\MA_HH_046_HW01.spr	..\man\MA_HH_046_HR01.spr	..\man\MA_HH_046_HA01.spr	..\man\MA_HH_046_HA02.spr	..\man\MA_HH_046_HM01.spr	..\man\MA_HH_046_HI01.spr	..\man\MA_HH_046_HD01.spr	..\man\MA_HH_046_RD01.spr	..\man\MA_HH_046_RD01.spr
Ngùa 36																																																																		..\man\MA_HH_047_RD01.spr	..\man\MA_HH_047_HW01.spr	..\man\MA_HH_047_HR01.spr	..\man\MA_HH_047_HA01.spr	..\man\MA_HH_047_HA02.spr	..\man\MA_HH_047_HM01.spr	..\man\MA_HH_047_HI01.spr	..\man\MA_HH_047_HD01.spr	..\man\MA_HH_047_RD01.spr	..\man\MA_HH_047_RD01.spr
Ngùa 37																																																																		..\man\MA_HH_049_RD01.spr	..\man\MA_HH_049_HW01.spr	..\man\MA_HH_049_HR01.spr	..\man\MA_HH_049_HA01.spr	..\man\MA_HH_049_HA02.spr	..\man\MA_HH_049_HM01.spr	..\man\MA_HH_049_HI01.spr	..\man\MA_HH_049_HD01.spr	..\man\MA_HH_049_RD01.spr	..\man\MA_HH_049_RD01.spr
Ngùa 38																																																																		..\man\MA_HH_050_RD01.spr	..\man\MA_HH_050_HW01.spr	..\man\MA_HH_050_HR01.spr	..\man\MA_HH_050_HA01.spr	..\man\MA_HH_050_HA02.spr	..\man\MA_HH_050_HM01.spr	..\man\MA_HH_050_HI01.spr	..\man\MA_HH_050_HD01.spr	..\man\MA_HH_050_RD01.spr	..\man\MA_HH_050_RD01.spr
Ngùa 39																																																																		..\man\MA_HH_051_RD01.spr	..\man\MA_HH_051_HW01.spr	..\man\MA_HH_051_HR01.spr	..\man\MA_HH_051_HA01.spr	..\man\MA_HH_051_HA02.spr	..\man\MA_HH_051_HM01.spr	..\man\MA_HH_051_HI01.spr	..\man\MA_HH_051_HD01.spr	..\man\MA_HH_051_RD01.spr	..\man\MA_HH_051_RD01.spr
Ngùa 40																																																																		..\man\MA_HH_052_RD01.spr	..\man\MA_HH_052_HW01.spr	..\man\MA_HH_052_HR01.spr	..\man\MA_HH_052_HA01.spr	..\man\MA_HH_052_HA02.spr	..\man\MA_HH_052_HM01.spr	..\man\MA_HH_052_HI01.spr	..\man\MA_HH_052_HD01.spr	..\man\MA_HH_052_RD01.spr	..\man\MA_HH_052_RD01.spr
Kú L©n Sõng Vµng																																																																		..\man\horse075_hh_rs01_220.spr	..\man\horse075_hh_rw_220.spr	..\man\horse075_hh_rr_220.spr	..\man\horse075_hh_ra01_220.spr	..\man\horse075_hh_ra02_220.spr	..\man\horse075_hh_rm_220.spr	..\man\horse075_hh_rb_220.spr	..\man\horse075_hh_rd_220.spr	..\man\horse075_hh_rs01_220.spr	..\man\horse075_hh_rs01_220.spr
¤ V©n																																																																		..\man\horse117_hh_rs01.spr	..\man\horse117_hh_rw.spr	..\man\horse117_hh_rr.spr	..\man\horse117_hh_ra01.spr	..\man\horse117_hh_ra02.spr	..\man\horse117_hh_rm.spr	..\man\horse117_hh_rb.spr	..\man\horse117_hh_rd.spr	..\man\horse117_hh_rs01.spr	..\man\horse117_hh_rs01.spr
Kú L©n Sõng §á																																																																		..\man\horse_109_hh_ra02.spr	..\man\horse_109_hh_rw.spr	..\man\horse_109_hh_rr.spr	..\man\horse_109_hh_ra01.spr	..\man\horse_109_hh_ra02.spr	..\man\horse_109_hh_rm.spr	..\man\horse_109_hh_rb.spr	..\man\horse_109_hh_rd.spr	..\man\horse_109_hh_ra02.spr	..\man\horse_109_hh_ra02.spr
Kú l©n ®en 																																																																		..\man\MA_HH_049_RD01.spr	..\man\MA_HH_049_HW01.spr	..\man\MA_HH_049_HR01.spr	..\man\MA_HH_049_HA01.spr	..\man\MA_HH_049_HA02.spr	..\man\MA_HH_049_HM01.spr	..\man\MA_HH_049_HI01.spr	..\man\MA_HH_049_HD01.spr	..\man\MA_HH_049_RD01.spr	..\man\MA_HH_049_RD01.spr
C¸o tr¾ng																																																																		..\man\MA_HH_050_RD01.spr	..\man\MA_HH_050_HW01.spr	..\man\MA_HH_050_HR01.spr	..\man\MA_HH_050_HA01.spr	..\man\MA_HH_050_HA02.spr	..\man\MA_HH_050_HM01.spr	..\man\MA_HH_050_HI01.spr	..\man\MA_HH_050_HD01.spr	..\man\MA_HH_050_RD01.spr	..\man\MA_HH_050_RD01.spr
C¸o vµng																																																																		..\man\MA_HH_052_RD01.spr	..\man\MA_HH_052_HW01.spr	..\man\MA_HH_052_HR01.spr	..\man\MA_HH_052_HA01.spr	..\man\MA_HH_052_HA02.spr	..\man\MA_HH_052_HM01.spr	..\man\MA_HH_052_HI01.spr	..\man\MA_HH_052_HD01.spr	..\man\MA_HH_052_RD01.spr	..\man\MA_HH_052_RD01.spr
GÊu tróc																																																																		..\man\MA_HH_064_RD01.spr	..\man\MA_HH_064_HW01.spr	..\man\MA_HH_064_HR01.spr	..\man\MA_HH_064_HA01.spr	..\man\MA_HH_064_HA02.spr	..\man\MA_HH_064_HM01.spr	..\man\MA_HH_064_HI01.spr	..\man\MA_HH_064_HD01.spr	..\man\MA_HH_064_RD01.spr	..\man\MA_HH_064_RD01.spr
B¹ch ng­u tuyÕt vùc																																																																		..\man\MA_HH_085_RD01.spr	..\man\MA_HH_085_HW01.spr	..\man\MA_HH_085_HR01.spr	..\man\MA_HH_085_HA01.spr	..\man\MA_HH_085_HA02.spr	..\man\MA_HH_085_HM01.spr	..\man\MA_HH_085_HI01.spr	..\man\MA_HH_085_HD01.spr	..\man\MA_HH_085_RD01.spr	..\man\MA_HH_085_RD01.spr
HuyÕt h·n ng­u																																																																		..\man\MA_HH_087_RD01.spr	..\man\MA_HH_087_HW01.spr	..\man\MA_HH_087_HR01.spr	..\man\MA_HH_087_HA01.spr	..\man\MA_HH_087_HA02.spr	..\man\MA_HH_087_HM01.spr	..\man\MA_HH_087_HI01.spr	..\man\MA_HH_087_HD01.spr	..\man\MA_HH_087_RD01.spr	..\man\MA_HH_087_RD01.spr
Lôc m¹ch thuÇn ng­u																																																																		..\man\MA_HH_088_RD01.spr	..\man\MA_HH_088_HW01.spr	..\man\MA_HH_088_HR01.spr	..\man\MA_HH_088_HA01.spr	..\man\MA_HH_088_HA02.spr	..\man\MA_HH_088_HM01.spr	..\man\MA_HH_088_HI01.spr	..\man\MA_HH_088_HD01.spr	..\man\MA_HH_088_RD01.spr	..\man\MA_HH_088_RD01.spr
H­u tuyÕt																																																																		..\man\MA_HH_089_RD01.spr	..\man\MA_HH_089_HW01.spr	..\man\MA_HH_089_HR01.spr	..\man\MA_HH_089_HA01.spr	..\man\MA_HH_089_HA02.spr	..\man\MA_HH_089_HM01.spr	..\man\MA_HH_089_HI01.spr	..\man\MA_HH_089_HD01.spr	..\man\MA_HH_089_RD01.spr	..\man\MA_HH_089_RD01.spr
B¸o hoµng kim vµng																																																																		..\man\MA_HH_091_RD01.spr	..\man\MA_HH_091_HW01.spr	..\man\MA_HH_091_HR01.spr	..\man\MA_HH_091_HA01.spr	..\man\MA_HH_091_HA02.spr	..\man\MA_HH_091_HM01.spr	..\man\MA_HH_091_HI01.spr	..\man\MA_HH_091_HD01.spr	..\man\MA_HH_091_RD01.spr	..\man\MA_HH_091_RD01.spr
B¸o hoµng kim xanh																																																																		..\man\MA_HH_095_RD01.spr	..\man\MA_HH_095_HW01.spr	..\man\MA_HH_095_HR01.spr	..\man\MA_HH_095_HA01.spr	..\man\MA_HH_095_HA02.spr	..\man\MA_HH_095_HM01.spr	..\man\MA_HH_095_HI01.spr	..\man\MA_HH_095_HD01.spr	..\man\MA_HH_095_RD01.spr	..\man\MA_HH_095_RD01.spr
Thá n©u																																																																		..\man\MA_HH_113_RD01.spr	..\man\MA_HH_113_HW01.spr	..\man\MA_HH_113_HR01.spr	..\man\MA_HH_113_HA01.spr	..\man\MA_HH_113_HA02.spr	..\man\MA_HH_113_HM01.spr	..\man\MA_HH_113_HI01.spr	..\man\MA_HH_113_HD01.spr	..\man\MA_HH_113_RD01.spr	..\man\MA_HH_113_RD01.spr
Thá tr¾ng																																																																		..\man\MA_HH_114_RD01.spr	..\man\MA_HH_114_HW01.spr	..\man\MA_HH_114_HR01.spr	..\man\MA_HH_114_HA01.spr	..\man\MA_HH_114_HA02.spr	..\man\MA_HH_114_HM01.spr	..\man\MA_HH_114_HI01.spr	..\man\MA_HH_114_HD01.spr	..\man\MA_HH_114_RD01.spr	..\man\MA_HH_114_RD01.spr
Thá x¸m																																																																		..\man\MA_HH_115_RD01.spr	..\man\MA_HH_115_HW01.spr	..\man\MA_HH_115_HR01.spr	..\man\MA_HH_115_HA01.spr	..\man\MA_HH_115_HA02.spr	..\man\MA_HH_115_HM01.spr	..\man\MA_HH_115_HI01.spr	..\man\MA_HH_115_HD01.spr	..\man\MA_HH_115_RD01.spr	..\man\MA_HH_115_RD01.spr
Dª nói																																																																		..\man\vipyang01_hh_rs01.spr	..\man\vipyang01_hh_rw.spr	..\man\vipyang01_hh_rr.spr	..\man\vipyang01_hh_ra01.spr	..\man\vipyang01_hh_ra02.spr	..\man\vipyang01_hh_rm.spr	..\man\vipyang01_hh_rb.spr	..\man\vipyang01_hh_rd.spr	..\man\vipyang01_hh_rs01.spr	..\man\vipyang01_hh_rs01.spr
Hoµng ti dª																																																																		..\man\horse055_hh_rs.spr	..\man\horse055_hh_rw.spr	..\man\horse055_hh_rr.spr	..\man\horse055_hh_ra01.spr	..\man\horse055_hh_ra02.spr	..\man\horse055_hh_rm.spr	..\man\horse055_hh_rb.spr	..\man\horse055_hh_rd.spr	..\man\horse055_hh_rs.spr	..\man\horse055_hh_rs.spr
GÊu chã																																																																		..\man\ma_xiong_hh_rs.spr	..\man\ma_xiong_hh_rw.spr	..\man\ma_xiong_hh_rr.spr	..\man\ma_xiong_hh_ra01.spr	..\man\ma_xiong_hh_ra02.spr	..\man\ma_xiong_hh_rm.spr	..\man\ma_xiong_hh_rb.spr	..\man\ma_xiong_hh_rd.spr	..\man\ma_xiong_hh_rs.spr	..\man\ma_xiong_hh_rs.spr
Gi¸p kú l©n																																																																		..\man\horse_110_hh_rs.spr	..\man\horse_110_hh_rw.spr	..\man\horse_110_hh_rr.spr	..\man\horse_110_hh_ra01.spr	..\man\horse_110_hh_ra02.spr	..\man\horse_110_hh_rm.spr	..\man\horse_110_hh_rb.spr	..\man\horse_110_hh_rd.spr	..\man\horse_110_hh_rs.spr	..\man\horse_110_hh_rs.spr
Gi¸p phó m·																																																																		..\man\horse014_hh_ra02.spr	..\man\horse014_hh_rw.spr	..\man\horse014_hh_rr.spr	..\man\horse014_hh_ra01.spr	..\man\horse014_hh_ra02.spr	..\man\horse014_hh_rm.spr	..\man\horse014_hh_rb.spr	..\man\horse014_hh_rd.spr	..\man\horse014_hh_ra02.spr	..\man\horse014_hh_ra02.spr
H¾c kú l©n																																																																		..\man\horse73_hh_rs01.spr	..\man\horse73_hh_rw.spr	..\man\horse73_hh_rr.spr	..\man\horse73_hh_ra01.spr	..\man\horse73_hh_ra02.spr	..\man\horse73_hh_rm.spr	..\man\horse73_hh_rb.spr	..\man\horse73_hh_rd.spr	..\man\horse73_hh_rs01.spr	..\man\horse73_hh_rs01.spr
Lîn nhµ																																																																		..\man\horse084_hh_rs01.spr	..\man\horse084_hh_rw.spr	..\man\horse084_hh_rr.spr	..\man\horse084_hh_ra01.spr	..\man\horse084_hh_ra02.spr	..\man\horse084_hh_rm.spr	..\man\horse084_hh_rb.spr	..\man\horse084_hh_rd.spr	..\man\horse084_hh_rs01.spr	..\man\horse084_hh_rs01.spr
