EqName	SwordShieldWFreeStand	ShieldSwordWFreeStand	FreeStand1	FreeStand2	FreeStand3	MeleeWStand	RangeWStand	DoubleWStand	SwordShieldWStand	ShieldSwordWStand	GuqinWStand1	GuqinWStand2	FreeWalk	NormalWalk	MeleeWWalk	RangeWWalk	DoubleWWalk	SwordShieldWWalk	ShieldSwordWWalk	GuqinWWalk	FreeRun	NormalRun	MeleeWRun	RangeWRun	DoubleWRun	SwordShieldWRun	ShieldSwordWRun	GuqinWRun	FreeWound	MeleeWWound	RangeWWound	DoubleWWound	SwordShieldWWound	ShieldSwordWWound	GuqinWWound	FreeDie	MeleeWDie	RangeWDie	DoubleWDie	SwordShieldWDie	ShieldSwordWDie	GuqinWDie	FreeAttack	MeleeWPuncture	MeleeWCut	RangeWPuncture	RangeWCut	DoubleWPull	DoubleWPound	SwordShieldWChop	SwordShieldWCut	ShieldSwordWChop	ShieldSwordWCut	GuqinWPuncture	GuqinWCut	DartThrow	FreeMagic	MeleeWMagic	RangeWMagic	DoubleWMagic	SwordShieldWMagic	ShieldSwordWMagic	GuqinWMagic	SitDown	Jump	RideStand	RideWalk	RideRun	RideCut	RidePuncture	RideMagic	RideWound	RideDie	RideStand1	RideStand2
长棍类1			120,8,1	120,8,1	88,8,1		88,8,1						120,8,1	120,8,1		120,8,1					88,8,1	88,8,1		88,8,1					72,8,1		56,8,1					96,8,1		120,8,1					144,8,1			96,8,1	96,8,1										96,8,1		104,8,1					72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
长棍类2			120,8,1	120,8,1	88,8,1		88,8,1						120,8,1	120,8,1		120,8,1					88,8,1	88,8,1		88,8,1					72,8,1		56,8,1					96,8,1		120,8,1					144,8,1			96,8,1	96,8,1										96,8,1		104,8,1					72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
长棍类3			120,8,1	120,8,1	88,8,1		88,8,1						120,8,1	120,8,1		120,8,1					88,8,1	88,8,1		88,8,1					72,8,1		56,8,1					96,8,1		120,8,1					144,8,1			96,8,1	96,8,1										96,8,1		104,8,1					72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
双剑类1			120,8,1	120,8,1	88,8,1			88,8,1					120,8,1	120,8,1			120,8,1				88,8,1	88,8,1			88,8,1				72,8,1			96,8,1				96,8,1			144,8,1				144,8,1					128,8,1	96,8,1								96,8,1			128,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
双剑类2			120,8,1	120,8,1	88,8,1			88,8,1					120,8,1	120,8,1			120,8,1				88,8,1	88,8,1			88,8,1				72,8,1			96,8,1				96,8,1			144,8,1				144,8,1					128,8,1	96,8,1								96,8,1			128,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
双剑类3			120,8,1	120,8,1	88,8,1			88,8,1					120,8,1	120,8,1			120,8,1				88,8,1	88,8,1			88,8,1				72,8,1			96,8,1				96,8,1			144,8,1				144,8,1					128,8,1	96,8,1								96,8,1			128,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
双锤类1			120,8,1	120,8,1	88,8,1			88,8,1					120,8,1	120,8,1			120,8,1				88,8,1	88,8,1			88,8,1				72,8,1			96,8,1				96,8,1			144,8,1				144,8,1					128,8,1	96,8,1								96,8,1			128,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
双锤类2			120,8,1	120,8,1	88,8,1			88,8,1					120,8,1	120,8,1			120,8,1				88,8,1	88,8,1			88,8,1				72,8,1			96,8,1				96,8,1			144,8,1				144,8,1					128,8,1	96,8,1								96,8,1			128,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
双锤类3			120,8,1	120,8,1	88,8,1			88,8,1					120,8,1	120,8,1			120,8,1				88,8,1	88,8,1			88,8,1				72,8,1			96,8,1				96,8,1			144,8,1				144,8,1					128,8,1	96,8,1								96,8,1			128,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
暗器			120,8,1	120,8,1	88,8,1								120,8,1	120,8,1							88,8,1	88,8,1							72,8,1							96,8,1							144,8,1													128,8,1	96,8,1							72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
单手剑4			120,8,1	120,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,8,1						88,8,1	88,8,1	88,8,1						72,8,1	64,8,1						96,8,1	88,8,1						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
单手剑5			120,8,1	120,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,8,1						88,8,1	88,8,1	88,8,1						72,8,1	64,8,1						96,8,1	88,8,1						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
单手刀4			120,8,1	120,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,8,1						88,8,1	88,8,1	88,8,1						72,8,1	64,8,1						96,8,1	88,8,1						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
单手刀5			120,8,1	120,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,8,1						88,8,1	88,8,1	88,8,1						72,8,1	64,8,1						96,8,1	88,8,1						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
长枪类4			120,8,1	120,8,1	88,8,1		88,8,1						120,8,1	120,8,1		120,8,1					88,8,1	88,8,1		88,8,1					72,8,1		56,8,1					96,8,1		120,8,1					144,8,1			96,8,1	96,8,1										96,8,1		104,8,1					72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
长枪类5			120,8,1	120,8,1	88,8,1		88,8,1						120,8,1	120,8,1		120,8,1					88,8,1	88,8,1		88,8,1					72,8,1		56,8,1					96,8,1		120,8,1					144,8,1			96,8,1	96,8,1										96,8,1		104,8,1					72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
长棍类4			120,8,1	120,8,1	88,8,1		88,8,1						120,8,1	120,8,1		120,8,1					88,8,1	88,8,1		88,8,1					72,8,1		56,8,1					96,8,1		120,8,1					144,8,1			96,8,1	96,8,1										96,8,1		104,8,1					72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
长棍类5			120,8,1	120,8,1	88,8,1		88,8,1						120,8,1	120,8,1		120,8,1					88,8,1	88,8,1		88,8,1					72,8,1		56,8,1					96,8,1		120,8,1					144,8,1			96,8,1	96,8,1										96,8,1		104,8,1					72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
双剑类4			120,8,1	120,8,1	88,8,1			88,8,1					120,8,1	120,8,1			120,8,1				88,8,1	88,8,1			88,8,1				72,8,1			96,8,1				96,8,1			144,8,1				144,8,1					128,8,1	96,8,1								96,8,1			128,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
双剑类5			120,8,1	120,8,1	88,8,1			88,8,1					120,8,1	120,8,1			120,8,1				88,8,1	88,8,1			88,8,1				72,8,1			96,8,1				96,8,1			144,8,1				144,8,1					128,8,1	96,8,1								96,8,1			128,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
双锤类4			120,8,1	120,8,1	88,8,1			88,8,1					120,8,1	120,8,1			120,8,1				88,8,1	88,8,1			88,8,1				72,8,1			96,8,1				96,8,1			144,8,1				144,8,1					128,8,1	96,8,1								96,8,1			128,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
双锤类5			120,8,1	120,8,1	88,8,1			88,8,1					120,8,1	120,8,1			120,8,1				88,8,1	88,8,1			88,8,1				72,8,1			96,8,1				96,8,1			144,8,1				144,8,1					128,8,1	96,8,1								96,8,1			128,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
单手刀6(金系)			120,8,1	120,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,8,1						88,8,1	88,8,1	88,8,1						72,8,1	64,8,1						96,8,1	88,8,1						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
单手刀7(水系)			120,8,1	120,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,8,1						88,8,1	88,8,1	88,8,1						72,8,1	64,8,1						96,8,1	88,8,1						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
单手刀8(木系)			120,8,1	120,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,8,1						88,8,1	88,8,1	88,8,1						72,8,1	64,8,1						96,8,1	88,8,1						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
单手刀9(土系)			120,8,1	120,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,8,1						88,8,1	88,8,1	88,8,1						72,8,1	64,8,1						96,8,1	88,8,1						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
单手剑6(水系)			120,8,1	120,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,8,1						88,8,1	88,8,1	88,8,1						72,8,1	64,8,1						96,8,1	88,8,1						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
单手剑7(土系)			120,8,1	120,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,8,1						88,8,1	88,8,1	88,8,1						72,8,1	64,8,1						96,8,1	88,8,1						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
长枪类6(金系)			120,8,1	120,8,1	88,8,1		88,8,1						120,8,1	120,8,1		120,8,1					88,8,1	88,8,1		88,8,1					72,8,1		56,8,1					96,8,1		120,8,1					144,8,1			96,8,1	96,8,1										96,8,1		104,8,1					72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
长枪类7(火系)			120,8,1	120,8,1	88,8,1		88,8,1						120,8,1	120,8,1		120,8,1					88,8,1	88,8,1		88,8,1					72,8,1		56,8,1					96,8,1		120,8,1					144,8,1			96,8,1	96,8,1										96,8,1		104,8,1					72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
长棍类6(金系)			120,8,1	120,8,1	88,8,1		88,8,1						120,8,1	120,8,1		120,8,1					88,8,1	88,8,1		88,8,1					72,8,1		56,8,1					96,8,1		120,8,1					144,8,1			96,8,1	96,8,1										96,8,1		104,8,1					72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
长棍类7(火系)			120,8,1	120,8,1	88,8,1		88,8,1						120,8,1	120,8,1		120,8,1					88,8,1	88,8,1		88,8,1					72,8,1		56,8,1					96,8,1		120,8,1					144,8,1			96,8,1	96,8,1										96,8,1		104,8,1					72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
双剑类6(水系)			120,8,1	120,8,1	88,8,1			88,8,1					120,8,1	120,8,1			120,8,1				88,8,1	88,8,1			88,8,1				72,8,1			96,8,1				96,8,1			144,8,1				144,8,1					128,8,1	96,8,1								96,8,1			128,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
双锤类6(金系)			120,8,1	120,8,1	88,8,1			88,8,1					120,8,1	120,8,1			120,8,1				88,8,1	88,8,1			88,8,1				72,8,1			96,8,1				96,8,1			144,8,1				144,8,1					128,8,1	96,8,1								96,8,1			128,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
双缠手-金			120,8,1	120,8,1	88,8,1								120,8,1	120,8,1							88,8,1	88,8,1							72,8,1							96,8,1							144,8,1													128,8,1	96,8,1							72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
双缠手-水			120,8,1	120,8,1	88,8,1								120,8,1	120,8,1							88,8,1	88,8,1							72,8,1							96,8,1							144,8,1													128,8,1	96,8,1							72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
双缠手-木			120,8,1	120,8,1	88,8,1								120,8,1	120,8,1							88,8,1	88,8,1							72,8,1							96,8,1							144,8,1													128,8,1	96,8,1							72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
双缠手-火			120,8,1	120,8,1	88,8,1								120,8,1	120,8,1							88,8,1	88,8,1							72,8,1							96,8,1							144,8,1													128,8,1	96,8,1							72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
长棍-金棍			120,8,1	120,8,1	88,8,1		88,8,1						120,8,1	120,8,1		120,8,1					88,8,1	88,8,1		88,8,1					72,8,1		56,8,1					96,8,1		120,8,1					144,8,1			96,8,1	96,8,1										96,8,1		104,8,1					72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
长棍-火棍			120,8,1	120,8,1	88,8,1		88,8,1						120,8,1	120,8,1		120,8,1					88,8,1	88,8,1		88,8,1					72,8,1		56,8,1					96,8,1		120,8,1					144,8,1			96,8,1	96,8,1										96,8,1		104,8,1					72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
长枪-金枪			120,8,1	120,8,1	88,8,1		88,8,1						120,8,1	120,8,1		120,8,1					88,8,1	88,8,1		88,8,1					72,8,1		56,8,1					96,8,1		120,8,1					144,8,1			96,8,1	96,8,1										96,8,1		104,8,1					72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
长枪-火枪			120,8,1	120,8,1	88,8,1		88,8,1						120,8,1	120,8,1		120,8,1					88,8,1	88,8,1		88,8,1					72,8,1		56,8,1					96,8,1		120,8,1					144,8,1			96,8,1	96,8,1										96,8,1		104,8,1					72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
单手刀-金			120,8,1	120,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,8,1						88,8,1	88,8,1	88,8,1						72,8,1	64,8,1						96,8,1	88,8,1						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
单手刀-木			120,8,1	120,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,8,1						88,8,1	88,8,1	88,8,1						72,8,1	64,8,1						96,8,1	88,8,1						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
单手刀-水			120,8,1	120,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,8,1						88,8,1	88,8,1	88,8,1						72,8,1	64,8,1						96,8,1	88,8,1						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
单手火刀-火			120,8,1	120,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,8,1						88,8,1	88,8,1	88,8,1						72,8,1	64,8,1						96,8,1	88,8,1						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
单手刀-雷			120,8,1	120,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,8,1						88,8,1	88,8,1	88,8,1						72,8,1	64,8,1						96,8,1	88,8,1						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
单手剑-水			120,8,1	120,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,8,1						88,8,1	88,8,1	88,8,1						72,8,1	64,8,1						96,8,1	88,8,1						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
单手剑-雷			120,8,1	120,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,8,1						88,8,1	88,8,1	88,8,1						72,8,1	64,8,1						96,8,1	88,8,1						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
单手雷剑-雷			120,8,1	120,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,8,1						88,8,1	88,8,1	88,8,1						72,8,1	64,8,1						96,8,1	88,8,1						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
双锤-金			120,8,1	120,8,1	88,8,1			88,8,1					120,8,1	120,8,1			120,8,1				88,8,1	88,8,1			88,8,1				72,8,1			96,8,1				96,8,1			144,8,1				144,8,1					128,8,1	96,8,1								96,8,1			128,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
双刀-水			120,8,1	120,8,1	88,8,1			88,8,1					120,8,1	120,8,1			120,8,1				88,8,1	88,8,1			88,8,1				72,8,1			96,8,1				96,8,1			144,8,1				144,8,1					128,8,1	96,8,1								96,8,1			128,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
单手刀-发光1			120,8,1	120,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,8,1						88,8,1	88,8,1	88,8,1						72,8,1	64,8,1						96,8,1	88,8,1						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
单手剑-发光1			120,8,1	120,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,8,1						88,8,1	88,8,1	88,8,1						72,8,1	64,8,1						96,8,1	88,8,1						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
单手火刀-发光1			120,8,1	120,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,8,1						88,8,1	88,8,1	88,8,1						72,8,1	64,8,1						96,8,1	88,8,1						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
单手雷剑-发光1			120,8,1	120,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,8,1						88,8,1	88,8,1	88,8,1						72,8,1	64,8,1						96,8,1	88,8,1						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
