EqName	SwordShieldWFreeStand	ShieldSwordWFreeStand	FreeStand1	FreeStand2	FreeStand3	MeleeWStand	RangeWStand	DoubleWStand	SwordShieldWStand	ShieldSwordWStand	GuqinWStand1	GuqinWStand2	FreeWalk	NormalWalk	MeleeWWalk	RangeWWalk	DoubleWWalk	SwordShieldWWalk	ShieldSwordWWalk	GuqinWWalk	FreeRun	NormalRun	MeleeWRun	RangeWRun	DoubleWRun	SwordShieldWRun	ShieldSwordWRun	GuqinWRun	FreeWound	MeleeWWound	RangeWWound	DoubleWWound	SwordShieldWWound	ShieldSwordWWound	GuqinWWound	FreeDie	MeleeWDie	RangeWDie	DoubleWDie	SwordShieldWDie	ShieldSwordWDie	GuqinWDie	FreeAttack	MeleeWPuncture	MeleeWCut	RangeWPuncture	RangeWCut	DoubleWPull	DoubleWPound	SwordShieldWChop	SwordShieldWCut	ShieldSwordWChop	ShieldSwordWCut	GuqinWPuncture	GuqinWCut	DartThrow	FreeMagic	MeleeWMagic	RangeWMagic	DoubleWMagic	SwordShieldWMagic	ShieldSwordWMagic	GuqinWMagic	SitDown	JumpFly	RideStand	RideWalk	RideRun	RideCut	RidePuncture	RideMagic	RideWound	RideDie	RideStand1	RideStand2
Ngùa 25																																																																		MA_HH_036_RD01.spr	MA_HH_036_HW01.spr	MA_HH_036_HR01.spr	MA_HH_036_HA01.spr	MA_HH_036_HA02.spr	MA_HH_036_HM01.spr	MA_HH_036_HI01.spr	MA_HH_036_HD01.spr	MA_HH_036_RD01.spr	MA_HH_036_RD01.spr
Ngùa 26																																																																		MA_HH_037_RD01.spr	MA_HH_037_HW01.spr	MA_HH_037_HR01.spr	MA_HH_037_HA01.spr	MA_HH_037_HA02.spr	MA_HH_037_HM01.spr	MA_HH_037_HI01.spr	MA_HH_037_HD01.spr	MA_HH_037_RD01.spr	MA_HH_037_RD01.spr
Ngùa 27																																																																		MA_HH_038_RD01.spr	MA_HH_038_HW01.spr	MA_HH_038_HR01.spr	MA_HH_038_HA01.spr	MA_HH_038_HA02.spr	MA_HH_038_HM01.spr	MA_HH_038_HI01.spr	MA_HH_038_HD01.spr	MA_HH_038_RD01.spr	MA_HH_038_RD01.spr
Ngùa 28																																																																		MA_HH_039_RD01.spr	MA_HH_039_HW01.spr	MA_HH_039_HR01.spr	MA_HH_039_HA01.spr	MA_HH_039_HA02.spr	MA_HH_039_HM01.spr	MA_HH_039_HI01.spr	MA_HH_039_HD01.spr	MA_HH_039_RD01.spr	MA_HH_039_RD01.spr
Ngùa 29																																																																		MA_HH_040_RD01.spr	MA_HH_040_HW01.spr	MA_HH_040_HR01.spr	MA_HH_040_HA01.spr	MA_HH_040_HA02.spr	MA_HH_040_HM01.spr	MA_HH_040_HI01.spr	MA_HH_040_HD01.spr	MA_HH_040_RD01.spr	MA_HH_040_RD01.spr
Ngùa 30																																																																		MA_HH_041_RD01.spr	MA_HH_041_HW01.spr	MA_HH_041_HR01.spr	MA_HH_041_HA01.spr	MA_HH_041_HA02.spr	MA_HH_041_HM01.spr	MA_HH_041_HI01.spr	MA_HH_041_HD01.spr	MA_HH_041_RD01.spr	MA_HH_041_RD01.spr
Ngùa 31																																																																		MA_HH_042_RD01.spr	MA_HH_042_HW01.spr	MA_HH_042_HR01.spr	MA_HH_042_HA01.spr	MA_HH_042_HA02.spr	MA_HH_042_HM01.spr	MA_HH_042_HI01.spr	MA_HH_042_HD01.spr	MA_HH_042_RD01.spr	MA_HH_042_RD01.spr
Ngùa 32																																																																		MA_HH_043_RD01.spr	MA_HH_043_HW01.spr	MA_HH_043_HR01.spr	MA_HH_043_HA01.spr	MA_HH_043_HA02.spr	MA_HH_043_HM01.spr	MA_HH_043_HI01.spr	MA_HH_043_HD01.spr	MA_HH_043_RD01.spr	MA_HH_043_RD01.spr
Ngùa 33																																																																		MA_HH_044_RD01.spr	MA_HH_044_HW01.spr	MA_HH_044_HR01.spr	MA_HH_044_HA01.spr	MA_HH_044_HA02.spr	MA_HH_044_HM01.spr	MA_HH_044_HI01.spr	MA_HH_044_HD01.spr	MA_HH_044_RD01.spr	MA_HH_044_RD01.spr
Ngùa 34																																																																		MA_HH_045_RD01.spr	MA_HH_045_HW01.spr	MA_HH_045_HR01.spr	MA_HH_045_HA01.spr	MA_HH_045_HA02.spr	MA_HH_045_HM01.spr	MA_HH_045_HI01.spr	MA_HH_045_HD01.spr	MA_HH_045_RD01.spr	MA_HH_045_RD01.spr
Ngùa 35																																																																		MA_HH_046_RD01.spr	MA_HH_046_HW01.spr	MA_HH_046_HR01.spr	MA_HH_046_HA01.spr	MA_HH_046_HA02.spr	MA_HH_046_HM01.spr	MA_HH_046_HI01.spr	MA_HH_046_HD01.spr	MA_HH_046_RD01.spr	MA_HH_046_RD01.spr
Ngùa 36																																																																		MA_HH_047_RD01.spr	MA_HH_047_HW01.spr	MA_HH_047_HR01.spr	MA_HH_047_HA01.spr	MA_HH_047_HA02.spr	MA_HH_047_HM01.spr	MA_HH_047_HI01.spr	MA_HH_047_HD01.spr	MA_HH_047_RD01.spr	MA_HH_047_RD01.spr
Ngùa 37																																																																		MA_HH_049_RD01.spr	MA_HH_049_HW01.spr	MA_HH_049_HR01.spr	MA_HH_049_HA01.spr	MA_HH_049_HA02.spr	MA_HH_049_HM01.spr	MA_HH_049_HI01.spr	MA_HH_049_HD01.spr	MA_HH_049_RD01.spr	MA_HH_049_RD01.spr
Ngùa 38																																																																		MA_HH_050_RD01.spr	MA_HH_050_HW01.spr	MA_HH_050_HR01.spr	MA_HH_050_HA01.spr	MA_HH_050_HA02.spr	MA_HH_050_HM01.spr	MA_HH_050_HI01.spr	MA_HH_050_HD01.spr	MA_HH_050_RD01.spr	MA_HH_050_RD01.spr
Ngùa 39																																																																		MA_HH_051_RD01.spr	MA_HH_051_HW01.spr	MA_HH_051_HR01.spr	MA_HH_051_HA01.spr	MA_HH_051_HA02.spr	MA_HH_051_HM01.spr	MA_HH_051_HI01.spr	MA_HH_051_HD01.spr	MA_HH_051_RD01.spr	MA_HH_051_RD01.spr
Ngùa 40																																																																		MA_HH_052_RD01.spr	MA_HH_052_HW01.spr	MA_HH_052_HR01.spr	MA_HH_052_HA01.spr	MA_HH_052_HA02.spr	MA_HH_052_HM01.spr	MA_HH_052_HI01.spr	MA_HH_052_HD01.spr	MA_HH_052_RD01.spr	MA_HH_052_RD01.spr
Kú L©n Sõng Vµng																																																																		horse075_hh_rs01_220.spr	horse075_hh_rw_220.spr	horse075_hh_rr_220.spr	horse075_hh_ra01_220.spr	horse075_hh_ra02_220.spr	horse075_hh_rm_220.spr	horse075_hh_rb_220.spr	horse075_hh_rd_220.spr	horse075_hh_rs01_220.spr	horse075_hh_rs01_220.spr
¤ V©n																																																																		horse117_hh_rs01.spr	horse117_hh_rw.spr	horse117_hh_rr.spr	horse117_hh_ra01.spr	horse117_hh_ra02.spr	horse117_hh_rm.spr	horse117_hh_rb.spr	horse117_hh_rd.spr	horse117_hh_rs01.spr	horse117_hh_rs01.spr
Kú L©n Sõng §á																																																																		horse_109_hh_ra02.spr	horse_109_hh_rw.spr	horse_109_hh_rr.spr	horse_109_hh_ra01.spr	horse_109_hh_ra02.spr	horse_109_hh_rm.spr	horse_109_hh_rb.spr	horse_109_hh_rd.spr	horse_109_hh_ra02.spr	horse_109_hh_ra02.spr
Kú l©n ®en 																																																																		MA_HH_049_RD01.spr	MA_HH_049_HW01.spr	MA_HH_049_HR01.spr	MA_HH_049_HA01.spr	MA_HH_049_HA02.spr	MA_HH_049_HM01.spr	MA_HH_049_HI01.spr	MA_HH_049_HD01.spr	MA_HH_049_RD01.spr	MA_HH_049_RD01.spr
C¸o tr¾ng																																																																		MA_HH_050_RD01.spr	MA_HH_050_HW01.spr	MA_HH_050_HR01.spr	MA_HH_050_HA01.spr	MA_HH_050_HA02.spr	MA_HH_050_HM01.spr	MA_HH_050_HI01.spr	MA_HH_050_HD01.spr	MA_HH_050_RD01.spr	MA_HH_050_RD01.spr
C¸o vµng																																																																		MA_HH_052_RD01.spr	MA_HH_052_HW01.spr	MA_HH_052_HR01.spr	MA_HH_052_HA01.spr	MA_HH_052_HA02.spr	MA_HH_052_HM01.spr	MA_HH_052_HI01.spr	MA_HH_052_HD01.spr	MA_HH_052_RD01.spr	MA_HH_052_RD01.spr
GÊu tróc																																																																		MA_HH_064_RD01.spr	MA_HH_064_HW01.spr	MA_HH_064_HR01.spr	MA_HH_064_HA01.spr	MA_HH_064_HA02.spr	MA_HH_064_HM01.spr	MA_HH_064_HI01.spr	MA_HH_064_HD01.spr	MA_HH_064_RD01.spr	MA_HH_064_RD01.spr
B¹ch ng­u tuyÕt vùc																																																																		MA_HH_085_RD01.spr	MA_HH_085_HW01.spr	MA_HH_085_HR01.spr	MA_HH_085_HA01.spr	MA_HH_085_HA02.spr	MA_HH_085_HM01.spr	MA_HH_085_HI01.spr	MA_HH_085_HD01.spr	MA_HH_085_RD01.spr	MA_HH_085_RD01.spr
HuyÕt h·n ng­u																																																																		MA_HH_087_RD01.spr	MA_HH_087_HW01.spr	MA_HH_087_HR01.spr	MA_HH_087_HA01.spr	MA_HH_087_HA02.spr	MA_HH_087_HM01.spr	MA_HH_087_HI01.spr	MA_HH_087_HD01.spr	MA_HH_087_RD01.spr	MA_HH_087_RD01.spr
Lôc m¹ch thuÇn ng­u																																																																		MA_HH_088_RD01.spr	MA_HH_088_HW01.spr	MA_HH_088_HR01.spr	MA_HH_088_HA01.spr	MA_HH_088_HA02.spr	MA_HH_088_HM01.spr	MA_HH_088_HI01.spr	MA_HH_088_HD01.spr	MA_HH_088_RD01.spr	MA_HH_088_RD01.spr
H­u tuyÕt																																																																		MA_HH_089_RD01.spr	MA_HH_089_HW01.spr	MA_HH_089_HR01.spr	MA_HH_089_HA01.spr	MA_HH_089_HA02.spr	MA_HH_089_HM01.spr	MA_HH_089_HI01.spr	MA_HH_089_HD01.spr	MA_HH_089_RD01.spr	MA_HH_089_RD01.spr
B¸o hoµng kim vµng																																																																		MA_HH_091_RD01.spr	MA_HH_091_HW01.spr	MA_HH_091_HR01.spr	MA_HH_091_HA01.spr	MA_HH_091_HA02.spr	MA_HH_091_HM01.spr	MA_HH_091_HI01.spr	MA_HH_091_HD01.spr	MA_HH_091_RD01.spr	MA_HH_091_RD01.spr
B¸o hoµng kim xanh																																																																		MA_HH_095_RD01.spr	MA_HH_095_HW01.spr	MA_HH_095_HR01.spr	MA_HH_095_HA01.spr	MA_HH_095_HA02.spr	MA_HH_095_HM01.spr	MA_HH_095_HI01.spr	MA_HH_095_HD01.spr	MA_HH_095_RD01.spr	MA_HH_095_RD01.spr
Thá n©u																																																																		MA_HH_113_RD01.spr	MA_HH_113_HW01.spr	MA_HH_113_HR01.spr	MA_HH_113_HA01.spr	MA_HH_113_HA02.spr	MA_HH_113_HM01.spr	MA_HH_113_HI01.spr	MA_HH_113_HD01.spr	MA_HH_113_RD01.spr	MA_HH_113_RD01.spr
Thá tr¾ng																																																																		MA_HH_114_RD01.spr	MA_HH_114_HW01.spr	MA_HH_114_HR01.spr	MA_HH_114_HA01.spr	MA_HH_114_HA02.spr	MA_HH_114_HM01.spr	MA_HH_114_HI01.spr	MA_HH_114_HD01.spr	MA_HH_114_RD01.spr	MA_HH_114_RD01.spr
Thá x¸m																																																																		MA_HH_115_RD01.spr	MA_HH_115_HW01.spr	MA_HH_115_HR01.spr	MA_HH_115_HA01.spr	MA_HH_115_HA02.spr	MA_HH_115_HM01.spr	MA_HH_115_HI01.spr	MA_HH_115_HD01.spr	MA_HH_115_RD01.spr	MA_HH_115_RD01.spr
Dª nói																																																																		vipyang01_hh_rs01.spr	vipyang01_hh_rw.spr	vipyang01_hh_rr.spr	vipyang01_hh_ra01.spr	vipyang01_hh_ra02.spr	vipyang01_hh_rm.spr	vipyang01_hh_rb.spr	vipyang01_hh_rd.spr	vipyang01_hh_rs01.spr	vipyang01_hh_rs01.spr
Hoµng ti dª																																																																		horse055_hh_rs.spr	horse055_hh_rw.spr	horse055_hh_rr.spr	horse055_hh_ra01.spr	horse055_hh_ra02.spr	horse055_hh_rm.spr	horse055_hh_rb.spr	horse055_hh_rd.spr	horse055_hh_rs.spr	horse055_hh_rs.spr
GÊu chã																																																																		ma_xiong_hh_rs.spr	ma_xiong_hh_rw.spr	ma_xiong_hh_rr.spr	ma_xiong_hh_ra01.spr	ma_xiong_hh_ra02.spr	ma_xiong_hh_rm.spr	ma_xiong_hh_rb.spr	ma_xiong_hh_rd.spr	ma_xiong_hh_rs.spr	ma_xiong_hh_rs.spr
Gi¸p kú l©n																																																																		horse_110_hh_rs.spr	horse_110_hh_rw.spr	horse_110_hh_rr.spr	horse_110_hh_ra01.spr	horse_110_hh_ra02.spr	horse_110_hh_rm.spr	horse_110_hh_rb.spr	horse_110_hh_rd.spr	horse_110_hh_rs.spr	horse_110_hh_rs.spr
Gi¸p phó m·																																																																		horse014_hh_ra02.spr	horse014_hh_rw.spr	horse014_hh_rr.spr	horse014_hh_ra01.spr	horse014_hh_ra02.spr	horse014_hh_rm.spr	horse014_hh_rb.spr	horse014_hh_rd.spr	horse014_hh_ra02.spr	horse014_hh_ra02.spr
H¾c kú l©n																																																																		horse73_hh_rs01.spr	horse73_hh_rw.spr	horse73_hh_rr.spr	horse73_hh_ra01.spr	horse73_hh_ra02.spr	horse73_hh_rm.spr	horse73_hh_rb.spr	horse73_hh_rd.spr	horse73_hh_rs01.spr	horse73_hh_rs01.spr
Lîn nhµ																																																																		horse084_hh_rs01.spr	horse084_hh_rw.spr	horse084_hh_rr.spr	horse084_hh_ra01.spr	horse084_hh_ra02.spr	horse084_hh_rm.spr	horse084_hh_rb.spr	horse084_hh_rd.spr	horse084_hh_rs01.spr	horse084_hh_rs01.spr
Háa kú l©n																																																																		horse082_hh_rs01.spr	horse082_hh_rw.spr	horse082_hh_rr.spr	horse082_hh_ra01.spr	horse082_hh_ra02.spr	horse082_hh_rm.spr	horse082_hh_rb.spr	horse082_hh_rd.spr	horse082_hh_rs01.spr	horse082_hh_rs01.spr
Hoµng v©n m·																																																																		horse114_hh_rs01.spr	horse114_hh_rw.spr	horse114_hh_rr.spr	horse114_hh_ra01.spr	horse114_hh_ra02.spr	horse114_hh_rm.spr	horse114_hh_rb.spr	horse114_hh_rd.spr	horse114_hh_rs01.spr	horse114_hh_rs01.spr
H­u tuyÕt vùc																																																																		horse109_hh_ra02.spr	horse109_hh_rw.spr	horse109_hh_rr.spr	horse109_hh_ra01.spr	horse109_hh_ra02.spr	horse109_hh_rm.spr	horse109_hh_rb.spr	horse109_hh_rd.spr	horse109_hh_ra02.spr	horse109_hh_ra02.spr
HuyÕt cÈu																																																																		horse074_hh_rs01.spr	horse074_hh_rw.spr	horse074_hh_rr.spr	horse074_hh_ra01.spr	horse074_hh_ra02.spr	horse074_hh_rm.spr	horse074_hh_rb.spr	horse074_hh_rd.spr	horse074_hh_rs01.spr	horse074_hh_rs01.spr
Kim Tª																																																																		horse056_hh_ra02.spr	horse056_hh_rw.spr	horse056_hh_rr.spr	horse056_hh_ra01.spr	horse056_hh_ra02.spr	horse056_hh_rm.spr	horse056_hh_rb.spr	horse056_hh_rd.spr	horse056_hh_ra02.spr	horse056_hh_ra02.spr
Lôc kú l©n																																																																		horse070_hh_rs01.spr	horse070_hh_rw.spr	horse070_hh_rr.spr	horse070_hh_ra01.spr	horse070_hh_ra02.spr	horse070_hh_rm.spr	horse070_hh_rb.spr	horse070_hh_rd.spr	horse070_hh_rs01.spr	horse070_hh_rs01.spr
Lôc hoµng l©n																																																																		lanqilin_hh_rs01.spr	lanqilin_hh_rw.spr	lanqilin_hh_rr.spr	lanqilin_hh_ra01.spr	lanqilin_hh_ra02.spr	lanqilin_hh_rm.spr	lanqilin_hh_rb.spr	lanqilin_hh_rd.spr	lanqilin_hh_rs01.spr	lanqilin_hh_rs01.spr
Kim hoµng l©n																																																																		qilin_hh_rs01.spr	qilin_hh_rw.spr	qilin_hh_rr.spr	qilin_hh_ra01.spr	qilin_hh_ra02.spr	qilin_hh_rm.spr	qilin_hh_rb.spr	qilin_hh_rd.spr	qilin_hh_rs01.spr	qilin_hh_rs01.spr
§éc hµnh m·																																																																		horse_32_hh_rs.spr	horse_32_hh_rw.spr	horse_32_hh_rr.spr	horse_32_hh_ra01.spr	horse_32_hh_ra02.spr	horse_32_hh_rm.spr	horse_32_hh_rb.spr	horse_32_hh_rd.spr	horse_32_hh_rs.spr	horse_32_hh_rs.spr
Kim ti m·																																																																		130huoyanma_hh_ra02.spr	130huoyanma_hh_rw.spr	130huoyanma_hh_rr.spr	130huoyanma_hh_ra01.spr	130huoyanma_hh_ra02.spr	130huoyanma_hh_rm.spr	130huoyanma_hh_rb.spr	130huoyanma_hh_rd.spr	130huoyanma_hh_ra02.spr	130huoyanma_hh_ra02.spr
Kim tÞch ng­u																																																																		horse_044_hh_rs01.spr	horse_044_hh_rw.spr	horse_044_hh_rr.spr	horse_044_hh_ra01.spr	horse_044_hh_ra02.spr	horse_044_hh_rm.spr	horse_044_hh_rb.spr	horse_044_hh_rd.spr	horse_044_hh_rs01.spr	horse_044_hh_rs01.spr
TÞch v©n m·																																																																		horse115_hh_rs01.spr	horse115_hh_rw.spr	horse115_hh_rr.spr	horse115_hh_ra01.spr	horse115_hh_ra02.spr	horse115_hh_rm.spr	horse115_hh_rb.spr	horse115_hh_rd.spr	horse115_hh_rs01.spr	horse115_hh_rs01.spr
Ti hoµng l©n																																																																		huoqilin_hh_rs01.spr	huoqilin_hh_rw.spr	huoqilin_hh_rr.spr	huoqilin_hh_ra01.spr	huoqilin_hh_ra02.spr	huoqilin_hh_rm.spr	huoqilin_hh_rb.spr	huoqilin_hh_rd.spr	huoqilin_hh_rs01.spr	huoqilin_hh_rs01.spr
Hoµng kim gi¸p t­îng																																																																		daxiang01_hh_rs01.spr	daxiang01_hh_rw.spr	daxiang01_hh_rr.spr	daxiang01_hh_ra01.spr	daxiang01_hh_ra02.spr	daxiang01_hh_rm.spr	daxiang01_hh_rb.spr	daxiang01_hh_rd.spr	daxiang01_hh_rs01.spr	daxiang01_hh_rs01.spr
