EqName	SwordShieldWFreeStand	ShieldSwordWFreeStand	FreeStand1	FreeStand2	FreeStand3	MeleeWStand	RangeWStand	DoubleWStand	SwordShieldWStand	ShieldSwordWStand	GuqinWStand1	GuqinWStand2	FreeWalk	NormalWalk	MeleeWWalk	RangeWWalk	DoubleWWalk	SwordShieldWWalk	ShieldSwordWWalk	GuqinWWalk	FreeRun	NormalRun	MeleeWRun	RangeWRun	DoubleWRun	SwordShieldWRun	ShieldSwordWRun	GuqinWRun	FreeWound	MeleeWWound	RangeWWound	DoubleWWound	SwordShieldWWound	ShieldSwordWWound	GuqinWWound	FreeDie	MeleeWDie	RangeWDie	DoubleWDie	SwordShieldWDie	ShieldSwordWDie	GuqinWDie	FreeAttack	MeleeWPuncture	MeleeWCut	RangeWPuncture	RangeWCut	DoubleWPull	DoubleWPound	SwordShieldWChop	SwordShieldWCut	ShieldSwordWChop	ShieldSwordWCut	GuqinWPuncture	GuqinWCut	DartThrow	FreeMagic	MeleeWMagic	RangeWMagic	DoubleWMagic	SwordShieldWMagic	ShieldSwordWMagic	GuqinWMagic	SitDown	Jump	RideStand	RideWalk	RideRun	RideCut	RidePuncture	RideMagic	RideWound	RideDie	RideStand1	RideStand2
双锤类2			80,8,1	64,8,1	64,8,1			64,8,1					96,8,1	96,8,1			96,8,1				96,8,1	96,8,1			96,8,1				64,8,1			48,8,1				104,8,1			80,8,1				96,8,1					128,8,1	96,8,1								96,8,1			80,8,1				96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
双锤类3			80,8,1	64,8,1	64,8,1			64,8,1					96,8,1	96,8,1			96,8,1				96,8,1	96,8,1			96,8,1				64,8,1			48,8,1				104,8,1			80,8,1				96,8,1					128,8,1	96,8,1								96,8,1			80,8,1				96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
暗器			80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1					96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				64,8,1	64,8,1	48,8,1	48,8,1				104,8,1	120,8,1	80,8,1	80,8,1				96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1							96,8,1	96,8,1	80,8,1	96,8,1	80,8,1				96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
单手剑4			80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1	104,8,1			96,8,1								96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
单手剑5			80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1												96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
单手刀4			80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1												96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
单手刀5			80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1												96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
长枪类4			80,8,1	64,8,1	64,8,1		64,8,1						96,8,1	96,8,1		96,8,1					96,8,1	96,8,1		96,8,1					64,8,1		48,8,1					104,8,1		80,8,1					96,8,1			104,8,1	96,8,1										96,8,1		96,8,1					96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
长枪类5			80,8,1	64,8,1	64,8,1		64,8,1						96,8,1	96,8,1		96,8,1					96,8,1	96,8,1		96,8,1					64,8,1		48,8,1					104,8,1		80,8,1					96,8,1			104,8,1	96,8,1										96,8,1		96,8,1					96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
长棍类4			80,8,1	64,8,1	64,8,1		64,8,1						96,8,1	96,8,1		96,8,1					96,8,1	96,8,1		96,8,1					64,8,1		48,8,1					104,8,1		80,8,1					96,8,1			104,8,1	96,8,1										96,8,1		96,8,1					96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
长棍类5			80,8,1	64,8,1	64,8,1		64,8,1						96,8,1	96,8,1		96,8,1					96,8,1	96,8,1		96,8,1					64,8,1		48,8,1					104,8,1		80,8,1					96,8,1			104,8,1	96,8,1										96,8,1		96,8,1					96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
双剑类4			80,8,1	64,8,1	64,8,1			64,8,1					96,8,1	96,8,1			96,8,1				96,8,1	96,8,1			96,8,1				64,8,1			48,8,1				104,8,1			80,8,1				96,8,1					128,8,1	96,8,1								96,8,1			80,8,1				96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
双剑类5			80,8,1	64,8,1	64,8,1			64,8,1					96,8,1	96,8,1			96,8,1				96,8,1	96,8,1			96,8,1				64,8,1			48,8,1				104,8,1			80,8,1				96,8,1					128,8,1	96,8,1								96,8,1			80,8,1				96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
双锤类4			80,8,1	64,8,1	64,8,1			64,8,1					96,8,1	96,8,1			96,8,1				96,8,1	96,8,1			96,8,1				64,8,1			48,8,1				104,8,1			80,8,1				96,8,1					128,8,1	96,8,1								96,8,1			80,8,1				96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
双锤类5			80,8,1	64,8,1	64,8,1			64,8,1					96,8,1	96,8,1			96,8,1				96,8,1	96,8,1			96,8,1				64,8,1			48,8,1				104,8,1			80,8,1				96,8,1					128,8,1	96,8,1								96,8,1			80,8,1				96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
单手刀6(金系)			80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1												96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
单手刀7(水系)			80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1												96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
单手刀8(木系)			80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1												96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
单手刀9(土系)			80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1												96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
单手剑6(水系)			80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1												96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
单手剑7(土系)			80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1												96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
长枪类6(金系)			80,8,1	64,8,1	64,8,1		64,8,1						96,8,1	96,8,1		96,8,1					96,8,1	96,8,1		96,8,1					64,8,1		48,8,1					104,8,1		80,8,1					96,8,1			104,8,1	96,8,1										96,8,1		96,8,1					96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
长枪类7(火系)			80,8,1	64,8,1	64,8,1		64,8,1						96,8,1	96,8,1		96,8,1					96,8,1	96,8,1		96,8,1					64,8,1		48,8,1					104,8,1		80,8,1					96,8,1			104,8,1	96,8,1										96,8,1		96,8,1					96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
长棍类6(金系)			80,8,1	64,8,1	64,8,1		64,8,1						96,8,1	96,8,1		96,8,1					96,8,1	96,8,1		96,8,1					64,8,1		48,8,1					104,8,1		80,8,1					96,8,1			104,8,1	96,8,1										96,8,1		96,8,1					96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
长棍类7(火系)			80,8,1	64,8,1	64,8,1		64,8,1						96,8,1	96,8,1		96,8,1					96,8,1	96,8,1		96,8,1					64,8,1		48,8,1					104,8,1		80,8,1					96,8,1			104,8,1	96,8,1										96,8,1		96,8,1					96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
双剑类6(水系)			80,8,1	64,8,1	64,8,1			64,8,1					96,8,1	96,8,1			96,8,1				96,8,1	96,8,1			96,8,1				64,8,1			48,8,1				104,8,1			80,8,1				96,8,1					128,8,1	96,8,1								96,8,1			80,8,1				96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
双锤类6(金系)			80,8,1	64,8,1	64,8,1			64,8,1					96,8,1	96,8,1			96,8,1				96,8,1	96,8,1			96,8,1				64,8,1			48,8,1				104,8,1			80,8,1				96,8,1					128,8,1	96,8,1								96,8,1			80,8,1				96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
双缠手-金			80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1					96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				64,8,1	64,8,1	48,8,1	48,8,1				104,8,1	120,8,1	80,8,1	80,8,1				96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1							96,8,1	96,8,1	80,8,1	96,8,1	80,8,1				96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
双缠手-水			80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1					96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				64,8,1	64,8,1	48,8,1	48,8,1				104,8,1	120,8,1	80,8,1	80,8,1				96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1							96,8,1	96,8,1	80,8,1	96,8,1	80,8,1				96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
双缠手-木			80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1					96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				64,8,1	64,8,1	48,8,1	48,8,1				104,8,1	120,8,1	80,8,1	80,8,1				96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1							96,8,1	96,8,1	80,8,1	96,8,1	80,8,1				96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
双缠手-火			80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1					96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				64,8,1	64,8,1	48,8,1	48,8,1				104,8,1	120,8,1	80,8,1	80,8,1				96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1							96,8,1	96,8,1	80,8,1	96,8,1	80,8,1				96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
长棍-金棍			80,8,1	64,8,1	64,8,1		64,8,1						96,8,1	96,8,1		96,8,1					96,8,1	96,8,1		96,8,1					64,8,1		48,8,1					104,8,1		80,8,1					96,8,1			104,8,1	96,8,1										96,8,1		96,8,1					96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
长棍-火棍			80,8,1	64,8,1	64,8,1		64,8,1						96,8,1	96,8,1		96,8,1					96,8,1	96,8,1		96,8,1					64,8,1		48,8,1					104,8,1		80,8,1					96,8,1			104,8,1	96,8,1										96,8,1		96,8,1					96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
长枪-金枪			80,8,1	64,8,1	64,8,1		64,8,1						96,8,1	96,8,1		96,8,1					96,8,1	96,8,1		96,8,1					64,8,1		48,8,1					104,8,1		80,8,1					96,8,1			104,8,1	96,8,1										96,8,1		96,8,1					96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
长枪-火枪			80,8,1	64,8,1	64,8,1		64,8,1						96,8,1	96,8,1		96,8,1					96,8,1	96,8,1		96,8,1					64,8,1		48,8,1					104,8,1		80,8,1					96,8,1			104,8,1	96,8,1										96,8,1		96,8,1					96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
单手刀-金			80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1												96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
单手刀-木			80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1												96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
单手刀-水			80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1												96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
单手火刀-火			80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1												96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
单手刀-雷			80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1												96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
单手剑-水			80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1												96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
单手剑-雷			80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1												96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
单手雷剑-雷			80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1												96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
双锤-金			80,8,1	64,8,1	64,8,1			64,8,1					96,8,1	96,8,1			96,8,1				96,8,1	96,8,1			96,8,1				64,8,1			48,8,1				104,8,1			80,8,1				96,8,1					128,8,1	96,8,1								96,8,1			80,8,1				96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
双刀-水			80,8,1	64,8,1	64,8,1			64,8,1					96,8,1	96,8,1			96,8,1				96,8,1	96,8,1			96,8,1				64,8,1			48,8,1				104,8,1			80,8,1				96,8,1					128,8,1	96,8,1								96,8,1			80,8,1				96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
